time,country_code,cc_fooddrink,cc_restaurant,cc_groc,cc_fastfood
2004-01-01,SE,40,56,54,68
2004-02-01,SE,41,63,66,79
2004-03-01,SE,41,69,71,94
2004-04-01,SE,38,61,60,90
2004-05-01,SE,38,62,60,78
2004-06-01,SE,35,61,54,83
2004-07-01,SE,34,57,65,73
2004-08-01,SE,37,62,58,77
2004-09-01,SE,46,63,67,81
2004-10-01,SE,47,70,61,93
2004-11-01,SE,47,69,69,88
2004-12-01,SE,52,65,62,80
2005-01-01,SE,45,65,61,87
2005-02-01,SE,51,69,66,86
2005-03-01,SE,45,66,59,86
2005-04-01,SE,47,71,71,92
2005-05-01,SE,47,75,68,95
2005-06-01,SE,43,65,65,77
2005-07-01,SE,41,64,60,79
2005-08-01,SE,47,73,68,97
2005-09-01,SE,50,66,72,88
2005-10-01,SE,52,68,80,87
2005-11-01,SE,53,70,70,91
2005-12-01,SE,59,69,77,100
2006-01-01,SE,50,74,68,91
2006-02-01,SE,51,71,62,90
2006-03-01,SE,50,76,72,91
2006-04-01,SE,52,70,72,94
2006-05-01,SE,46,74,66,98
2006-06-01,SE,44,69,68,93
2006-07-01,SE,42,66,72,83
2006-08-01,SE,50,74,69,96
2006-09-01,SE,53,70,73,84
2006-10-01,SE,56,78,75,99
2006-11-01,SE,54,74,68,82
2006-12-01,SE,62,68,79,74
2007-01-01,SE,52,71,74,91
2007-02-01,SE,53,74,73,95
2007-03-01,SE,50,74,70,97
2007-04-01,SE,51,71,77,94
2007-05-01,SE,51,75,74,99
2007-06-01,SE,48,68,71,93
2007-07-01,SE,45,67,60,81
2007-08-01,SE,53,71,63,91
2007-09-01,SE,55,71,70,100
2007-10-01,SE,54,69,76,92
2007-11-01,SE,58,72,72,93
2007-12-01,SE,63,54,78,69
2008-01-01,SE,51,66,68,88
2008-02-01,SE,52,67,67,85
2008-03-01,SE,56,72,75,89
2008-04-01,SE,50,62,78,91
2008-05-01,SE,51,61,69,87
2008-06-01,SE,46,63,77,83
2008-07-01,SE,43,60,58,76
2008-08-01,SE,52,67,74,90
2008-09-01,SE,53,67,74,83
2008-10-01,SE,53,60,69,74
2008-11-01,SE,56,59,75,71
2008-12-01,SE,62,55,76,65
2009-01-01,SE,50,59,64,78
2009-02-01,SE,49,65,64,74
