time,country_code,cc_fooddrink,cc_restaurant,cc_groc,cc_fastfood
2004-01-01,SI,55,36,32,47
2004-02-01,SI,61,44,22,0
2004-03-01,SI,53,56,19,100
2004-04-01,SI,52,49,22,0
2004-05-01,SI,53,64,27,21
2004-06-01,SI,62,43,18,35
2004-07-01,SI,51,44,26,0
2004-08-01,SI,49,57,34,28
2004-09-01,SI,59,58,53,0
2004-10-01,SI,64,43,54,21
2004-11-01,SI,70,74,53,25
2004-12-01,SI,66,69,46,38
2005-01-01,SI,66,52,48,100
2005-02-01,SI,69,61,32,26
2005-03-01,SI,68,51,31,39
2005-04-01,SI,60,68,72,53
2005-05-01,SI,62,70,47,45
2005-06-01,SI,63,54,40,27
2005-07-01,SI,51,57,35,23
2005-08-01,SI,58,41,57,13
2005-09-01,SI,60,40,38,17
2005-10-01,SI,68,63,46,33
2005-11-01,SI,70,71,47,40
2005-12-01,SI,77,42,44,0
2006-01-01,SI,71,55,39,18
2006-02-01,SI,72,56,38,14
2006-03-01,SI,71,60,49,40
2006-04-01,SI,68,64,49,43
2006-05-01,SI,68,59,43,30
2006-06-01,SI,71,72,40,35
2006-07-01,SI,50,59,39,32
2006-08-01,SI,67,61,48,31
2006-09-01,SI,77,74,49,42
2006-10-01,SI,79,84,78,46
2006-11-01,SI,80,65,57,44
2006-12-01,SI,86,68,55,27
2007-01-01,SI,83,75,50,40
2007-02-01,SI,85,79,61,32
2007-03-01,SI,90,81,69,45
2007-04-01,SI,78,68,76,42
2007-05-01,SI,80,62,66,37
2007-06-01,SI,75,69,50,30
2007-07-01,SI,61,75,50,49
2007-08-01,SI,74,77,51,40
2007-09-01,SI,94,65,63,42
2007-10-01,SI,83,69,85,35
2007-11-01,SI,83,68,81,51
2007-12-01,SI,84,66,71,48
2008-01-01,SI,78,77,73,40
2008-02-01,SI,77,71,67,37
2008-03-01,SI,77,64,73,37
2008-04-01,SI,76,61,63,39
2008-05-01,SI,72,67,62,43
2008-06-01,SI,68,61,62,40
2008-07-01,SI,57,61,55,42
2008-08-01,SI,66,58,61,27
2008-09-01,SI,76,70,68,41
2008-10-01,SI,71,72,87,57
2008-11-01,SI,75,71,72,47
2008-12-01,SI,75,63,74,46
2009-01-01,SI,68,68,74,51
2009-02-01,SI,63,59,66,41
2009-03-01,SI,68,66,62,52
2009-04-01,SI,70,51,58,28
2009-05-01,SI,59,58,55,37
2009-06-01,SI,56,48,51,30
2009-07-01,SI,49,57,58,41
2009-08-01,SI,57,57,58,36
2009-09-01,SI,60,60,61,38
2009-10-01,SI,64,62,74,43
2009-11-01,SI,65,54,62,35
2009-12-01,SI,61,57,62,36
2010-01-01,SI,60,51,61,30
2010-02-01,SI,57,58,54,46
2010-03-01,SI,55,51,56,30
