time,country_code,cc_fooddrink,cc_restaurant,cc_groc,cc_fastfood
2004-01-01,HR,25,17,7,0
2004-02-01,HR,29,26,11,28
2004-03-01,HR,29,31,15,21
2004-04-01,HR,29,27,11,12
2004-05-01,HR,28,23,14,21
2004-06-01,HR,24,20,9,14
2004-07-01,HR,23,22,10,26
2004-08-01,HR,23,20,10,19
2004-09-01,HR,27,30,11,13
2004-10-01,HR,25,26,11,27
2004-11-01,HR,27,28,14,18
2004-12-01,HR,29,26,16,11
2005-01-01,HR,25,21,11,10
2005-02-01,HR,28,25,15,17
2005-03-01,HR,28,23,8,19
2005-04-01,HR,25,31,15,12
2005-05-01,HR,24,20,15,12
2005-06-01,HR,23,27,14,25
2005-07-01,HR,21,25,9,23
2005-08-01,HR,21,24,12,16
2005-09-01,HR,26,29,15,27
2005-10-01,HR,25,26,10,26
2005-11-01,HR,24,28,9,22
2005-12-01,HR,26,28,12,19
2006-01-01,HR,24,25,14,11
2006-02-01,HR,28,29,16,24
2006-03-01,HR,29,29,16,22
2006-04-01,HR,26,30,11,25
2006-05-01,HR,29,27,17,17
2006-06-01,HR,25,28,14,23
2006-07-01,HR,24,30,18,22
2006-08-01,HR,24,28,16,27
2006-09-01,HR,29,33,17,18
2006-10-01,HR,31,33,20,24
2006-11-01,HR,33,36,25,25
2006-12-01,HR,33,38,20,25
2007-01-01,HR,30,33,19,25
2007-02-01,HR,34,40,17,30
2007-03-01,HR,36,37,22,37
2007-04-01,HR,33,36,16,25
2007-05-01,HR,33,34,16,28
2007-06-01,HR,31,35,17,35
2007-07-01,HR,27,32,21,33
2007-08-01,HR,31,35,17,31
2007-09-01,HR,31,37,18,34
2007-10-01,HR,36,39,21,35
2007-11-01,HR,36,41,19,29
2007-12-01,HR,36,38,24,38
2008-01-01,HR,35,36,21,37
2008-02-01,HR,36,37,22,34
2008-03-01,HR,34,37,25,38
2008-04-01,HR,34,35,24,35
2008-05-01,HR,33,36,24,39
2008-06-01,HR,33,37,22,35
2008-07-01,HR,30,34,25,29
2008-08-01,HR,32,34,22,31
2008-09-01,HR,33,34,24,30
2008-10-01,HR,30,33,22,27
2008-11-01,HR,27,34,23,26
2008-12-01,HR,30,32,24,20
2009-01-01,HR,27,29,18,25
2009-02-01,HR,27,28,23,22
2009-03-01,HR,27,28,24,16
2009-04-01,HR,28,28,25,25
2009-05-01,HR,26,26,20,19
2009-06-01,HR,26,27,23,21
2009-07-01,HR,24,26,22,24
2009-08-01,HR,24,26,20,23
2009-09-01,HR,26,26,24,20
2009-10-01,HR,25,24,23,18
2009-11-01,HR,27,27,25,25
2009-12-01,HR,29,27,27,21
2010-01-01,HR,23,25,22,20
2010-02-01,HR,27,26,28,18
2010-03-01,HR,27,24,26,19
2010-04-01,HR,26,24,25,23
2010-05-01,HR,26,25,28,19
2010-06-01,HR,24,25,27,21
2010-07-01,HR,22,23,24,21
2010-08-01,HR,23,22,22,19
2010-09-01,HR,27,27,27,23
2010-10-01,HR,28,25,27,20
2010-11-01,HR,29,24,29,20
2010-12-01,HR,30,25,30,17
2011-01-01,HR,51,46,50,46
2011-02-01,HR,53,50,50,45
2011-03-01,HR,56,48,56,42
2011-04-01,HR,49,44,52,46
2011-05-01,HR,50,47,50,46
2011-06-01,HR,52,48,51,48
2011-07-01,HR,50,47,50,45
2011-08-01,HR,48,41,49,40
2011-09-01,HR,57,51,57,47
2011-10-01,HR,55,49,57,54
2011-11-01,HR,58,51,64,55
2011-12-01,HR,62,48,70,51
2012-01-01,HR,55,44,60,54
2012-02-01,HR,57,47,58,48
2012-03-01,HR,53,47,60,51
2012-04-01,HR,57,49,59,61
2012-05-01,HR,56,48,58,50
2012-06-01,HR,53,44,55,54
2012-07-01,HR,54,45,53,51
2012-08-01,HR,54,46,54,55
2012-09-01,HR,58,51,56,54
2012-10-01,HR,60,49,56,49
2012-11-01,HR,61,49,59,52
2012-12-01,HR,64,44,66,50
2013-01-01,HR,54,47,54,56
2013-02-01,HR,61,51,58,53
2013-03-01,HR,61,50,55,58
2013-04-01,HR,52,48,51,47
2013-05-01,HR,58,47,56,50
2013-06-01,HR,58,49,57,51
2013-07-01,HR,56,45,46,48
2013-08-01,HR,59,49,54,52
2013-09-01,HR,62,47,56,52
2013-10-01,HR,63,49,61,50
2013-11-01,HR,60,46,57,54
2013-12-01,HR,69,49,60,52
2014-01-01,HR,63,47,55,56
2014-02-01,HR,60,51,57,49
2014-03-01,HR,58,46,53,52
2014-04-01,HR,62,46,55,56
2014-05-01,HR,59,48,54,52
2014-06-01,HR,59,47,56,50
2014-07-01,HR,62,47,62,57
2014-08-01,HR,65,51,62,65
2014-09-01,HR,62,50,57,58
2014-10-01,HR,60,50,57,52
2014-11-01,HR,62,47,59,54
2014-12-01,HR,66,44,64,50
2015-01-01,HR,62,42,57,54
2015-02-01,HR,65,51,63,49
2015-03-01,HR,64,50,57,58
2015-04-01,HR,62,49,55,56
2015-05-01,HR,68,49,63,51
2015-06-01,HR,63,48,62,56
2015-07-01,HR,68,51,66,56
2015-08-01,HR,73,54,68,61
2015-09-01,HR,66,50,62,52
2015-10-01,HR,66,54,61,54
2015-11-01,HR,68,51,62,56
2015-12-01,HR,73,52,73,54
2016-01-01,HR,63,46,49,51
2016-02-01,HR,67,52,53,50
2016-03-01,HR,65,49,51,59
2016-04-01,HR,60,45,50,47
2016-05-01,HR,63,47,52,48
2016-06-01,HR,63,49,54,52
2016-07-01,HR,67,53,64,56
2016-08-01,HR,70,56,60,59
2016-09-01,HR,68,54,55,54
2016-10-01,HR,68,56,58,51
2016-11-01,HR,61,53,58,54
2016-12-01,HR,73,47,60,50
2017-01-01,HR,64,43,49,52
2017-02-01,HR,66,48,53,50
2017-03-01,HR,63,53,48,54
2017-04-01,HR,67,51,54,62
2017-05-01,HR,64,51,56,55
2017-06-01,HR,68,53,62,60
2017-07-01,HR,68,62,62,64
2017-08-01,HR,75,69,73,67
2017-09-01,HR,72,64,58,62
2017-10-01,HR,71,60,60,60
2017-11-01,HR,68,55,60,59
2017-12-01,HR,75,56,71,58
2018-01-01,HR,66,56,58,60
2018-02-01,HR,72,56,54,64
2018-03-01,HR,74,64,60,77
2018-04-01,HR,62,59,59,58
2018-05-01,HR,70,60,59,62
2018-06-01,HR,72,66,68,68
2018-07-01,HR,81,78,71,84
2018-08-01,HR,86,86,81,84
2018-09-01,HR,75,71,58,70
2018-10-01,HR,75,69,61,67
2018-11-01,HR,71,60,60,65
2018-12-01,HR,82,65,84,70
2019-01-01,HR,70,60,56,68
2019-02-01,HR,72,63,56,65
2019-03-01,HR,71,63,56,65
2019-04-01,HR,76,65,66,76
2019-05-01,HR,76,68,63,70
2019-06-01,HR,81,77,79,76
2019-07-01,HR,87,87,86,90
2019-08-01,HR,100,97,91,97
2019-09-01,HR,83,76,68,82
2019-10-01,HR,78,74,65,74
2019-11-01,HR,79,71,67,74
2019-12-01,HR,84,68,90,72
2020-01-01,HR,75,63,67,69
2020-02-01,HR,67,64,56,66
2020-03-01,HR,72,48,69,68
2020-04-01,HR,89,37,82,73
2020-05-01,HR,80,50,90,67
2020-06-01,HR,74,59,88,60
2020-07-01,HR,83,72,77,75
2020-08-01,HR,85,77,94,88
2020-09-01,HR,74,65,64,66
2020-10-01,HR,70,61,63,60
2020-11-01,HR,71,51,73,59
2020-12-01,HR,80,42,96,65
2021-01-01,HR,73,40,72,69
2021-02-01,HR,69,44,55,62
2021-03-01,HR,68,48,62,57
2021-04-01,HR,73,55,71,68
2021-05-01,HR,72,62,63,68
2021-06-01,HR,68,64,74,70
2021-07-01,HR,83,85,78,87
2021-08-01,HR,93,100,86,100
2021-09-01,HR,73,71,56,67
2021-10-01,HR,66,62,54,60
2021-11-01,HR,63,49,58,52
2021-12-01,HR,63,45,64,51
2022-01-01,HR,71,60,65,69
2022-02-01,HR,73,64,59,64
2022-03-01,HR,71,59,66,58
2022-04-01,HR,77,68,75,75
2022-05-01,HR,73,66,80,69
2022-06-01,HR,78,77,85,80
2022-07-01,HR,89,89,88,93
2022-08-01,HR,93,97,100,92
2022-09-01,HR,80,76,73,78
