date,country_code,yhat,h,bic,aicc,rmse,mae,acf
2023-03-01,AT,10165516.677936304,1,5179.615661856555,5156.102273523671,182.7561974313062,112.88279873749167,0.006708696189530361
2023-04-01,AT,4888899.210087165,2,5179.615661856555,5156.102273523671,182.7561974313062,112.88279873749167,0.006708696189530361
2023-05-01,AT,5397016.378699008,3,5179.615661856555,5156.102273523671,182.7561974313062,112.88279873749167,0.006708696189530361
2023-06-01,AT,9017650.564214071,4,5179.615661856555,5156.102273523671,182.7561974313062,112.88279873749167,0.006708696189530361
2023-03-01,BE,2230027.541939421,1,4759.964036087589,4720.992329059608,103.5262426096986,62.910492283560124,0.0030727146387978825
2023-04-01,BE,2249991.5232141307,2,4759.964036087589,4720.992329059608,103.5262426096986,62.910492283560124,0.0030727146387978825
2023-05-01,BE,2254010.4010723783,3,4759.964036087589,4720.992329059608,103.5262426096986,62.910492283560124,0.0030727146387978825
2023-06-01,BE,2910493.5594413443,4,4759.964036087589,4720.992329059608,103.5262426096986,62.910492283560124,0.0030727146387978825
2023-03-01,CY,611364.6079866439,1,3022.316368435573,2994.208709249366,61.70632073658794,36.6484499400444,0.011955083178883032
2023-04-01,CY,787173.6179895275,2,3022.316368435573,2994.208709249366,61.70632073658794,36.6484499400444,0.011955083178883032
2023-05-01,CY,1168818.2041791496,3,3022.316368435573,2994.208709249366,61.70632073658794,36.6484499400444,0.011955083178883032
2023-06-01,CY,1623298.621830714,4,3022.316368435573,2994.208709249366,61.70632073658794,36.6484499400444,0.011955083178883032
2023-03-01,CZ,2856339.941433119,1,2974.8638012391575,2954.287621690728,100.11772575459639,60.095191079254775,0.033721902677847755
2023-04-01,CZ,2500002.7150348797,2,2974.8638012391575,2954.287621690728,100.11772575459639,60.095191079254775,0.033721902677847755
2023-05-01,CZ,3227192.630032486,3,2974.8638012391575,2954.287621690728,100.11772575459639,60.095191079254775,0.033721902677847755
2023-06-01,CZ,4307587.827152737,4,2974.8638012391575,2954.287621690728,100.11772575459639,60.095191079254775,0.033721902677847755
2023-03-01,DE,23470366.642273147,1,5395.86414336246,5368.469578072502,239.27392516105488,130.9455786785279,0.017111214024111334
2023-04-01,DE,25262632.809068605,2,5395.86414336246,5368.469578072502,239.27392516105488,130.9455786785279,0.017111214024111334
2023-05-01,DE,33540554.38944143,3,5395.86414336246,5368.469578072502,239.27392516105488,130.9455786785279,0.017111214024111334
2023-06-01,DE,39153142.77327473,4,5395.86414336246,5368.469578072502,239.27392516105488,130.9455786785279,0.017111214024111334
2023-03-01,DK,1664017.9560914133,1,2210.071561193936,2185.271877639518,88.9377192802896,57.36681816415709,-0.0027924874210850594
2023-04-01,DK,2397498.568038902,2,2210.071561193936,2185.271877639518,88.9377192802896,57.36681816415709,-0.0027924874210850594
2023-05-01,DK,3164001.7348340396,3,2210.071561193936,2185.271877639518,88.9377192802896,57.36681816415709,-0.0027924874210850594
2023-06-01,DK,3746029.4863710646,4,2210.071561193936,2185.271877639518,88.9377192802896,57.36681816415709,-0.0027924874210850594
2023-03-01,GR,1979882.9780686556,1,4469.657629242396,4446.973130304544,165.73143432376588,93.08487266469355,0.005662310123808773
2023-04-01,GR,4119020.469252774,2,4469.657629242396,4446.973130304544,165.73143432376588,93.08487266469355,0.005662310123808773
2023-05-01,GR,9300606.75906246,3,4469.657629242396,4446.973130304544,165.73143432376588,93.08487266469355,0.005662310123808773
2023-06-01,GR,15066428.222789528,4,4469.657629242396,4446.973130304544,165.73143432376588,93.08487266469355,0.005662310123808773
2023-03-01,ES,25989790.95311543,1,5493.939025387914,5462.674289296917,270.368738049241,135.68923302816918,-0.004283539526741832
2023-04-01,ES,26443445.659233272,2,5493.939025387914,5462.674289296917,270.368738049241,135.68923302816918,-0.004283539526741832
2023-05-01,ES,32041275.86153701,3,5493.939025387914,5462.674289296917,270.368738049241,135.68923302816918,-0.004283539526741832
2023-06-01,ES,41420285.84987994,4,5493.939025387914,5462.674289296917,270.368738049241,135.68923302816918,-0.004283539526741832
2023-03-01,FI,1800928.903742288,1,4101.318117024976,4077.804728692093,45.68472571130241,25.699849854259075,0.00478648011284008
2023-04-01,FI,1407099.5953631452,2,4101.318117024976,4077.804728692093,45.68472571130241,25.699849854259075,0.00478648011284008
2023-05-01,FI,1386078.3645652242,3,4101.318117024976,4077.804728692093,45.68472571130241,25.699849854259075,0.00478648011284008
2023-06-01,FI,2107480.632738335,4,4101.318117024976,4077.804728692093,45.68472571130241,25.699849854259075,0.00478648011284008
2023-02-01,FR,22558706.197497655,1,2192.541385174625,2178.0893711387807,396.39726270151357,197.64718966886358,0.022827737348165074
2023-03-01,FR,16196754.269280309,2,2192.541385174625,2178.0893711387807,396.39726270151357,197.64718966886358,0.022827737348165074
