COMPANY,TYPE,SRC,REFYEAR
SECURITAS AB,FIN_REP,https://www.securitas.com/globalassets/com/files/annual-reports/eng/securitas_annual-and-sustainability-report_2024.pdf,2024
SECURITAS AB,OTHER,https://www.securitas.com/globalassets/com/files/annual-reports/eng/securitas_ar2023_eng.pdf,2023
SECURITAS AB,OTHER,https://www.securitas.com/globalassets/com/files/annual-reports/eng/securitas_asr_2022_eng.pdf,2022
SECURITAS AB,OTHER,https://www.securitas.com/globalassets/com/files/annual-reports/eng/securitas_asr2021_eng.pdf,2021
SECURITAS AB,OTHER,https://www.securitas.com/globalassets/com/files/annual-reports/eng/securitas_annual_sustainability_report_2020.pdf,2020
SECURITAS AB,OTHER,https://www.securitas.com/globalassets/com/files/annual-reports/eng/securitas_annual_and_sustainability_report_2019.pdf,2019
AIRBUS SE,FIN_REP,https://www.airbus.com/sites/g/files/jlcbta136/files/2024-03/Airbus-Annual-Report-2023-Overview.pdf,2024
AIRBUS SE,OTHER,https://www.airbus.com/sites/g/files/jlcbta136/files/2024-03/Airbus-Annual-Report-2023.pdf,2024
AIRBUS SE,OTHER,https://www.airbus.com/sites/g/files/jlcbta136/files/2022-04/Airbus-SE-Full-Annual-Report-2021_0.pdf,2022
AIRBUS SE,OTHER,https://www.airbus.com/sites/g/files/jlcbta136/files/2021-07/annual-report08-financial-statements-2008-en_0.pdf,2021
AIRBUS SE,OTHER,https://www.airbus.com/sites/g/files/jlcbta136/files/2021-07/Full%20-Report-Airbus-SE-Annual-Report-2020.pdf,2021
AIRBUS SE,OTHER,https://www.airbus.com/sites/g/files/jlcbta136/files/2021-06/Airbus-Annual-Report-2018.pdf,2021
ETEX,FIN_REP,https://www.etexgroup.com/siteassets/etex-group-website-2024/investors/annual-report-2024/etex-2024-annual-report.pdf?v=496e95/annual-report-2025.pdf,2024
ETEX,OTHER,https://www.etexgroup.com/siteassets/etex-group-website-2024/investors/annual-report-2024/etex-2024-annual-report.pdf?v=496e95/annual-report-2024.pdf,2024
ETEX,OTHER,https://www.etexgroup.com/siteassets/etex-group-website-2024/investors/annual-report-2024/etex-2024-annual-report.pdf?v=496e95/annual_report_2025.pdf,2024
ETEX,OTHER,https://www.etexgroup.com/siteassets/etex-group-website-2024/investors/annual-report-2024/etex-2024-annual-report.pdf?v=496e95/annual_report_2024.pdf,2024
ETEX,OTHER,https://www.etexgroup.com/siteassets/etex-group-website-2024/investors/annual-report-2024/etex-2024-annual-report.pdf?v=496e95/financial-report-2025.pdf,2024
ETEX,OTHER,https://www.etexgroup.com/siteassets/etex-group-website-2024/investors/annual-report-2024/etex-2024-annual-report.pdf?v=496e95/financial-report-2024.pdf,2024
SIEMENS,FIN_REP,https://assets.new.siemens.com/siemens/assets/api/uuid:ae46683e-14dd-4455-a882-09d4184457c7/Annual-Financial-Report-FY2025.pdf,2025
SIEMENS,OTHER,https://www.siemens.com/applications/b09c49eb-3a14-73b3-9f71-e30e3c2dfdbd/assets/pdfs/en/Siemens_Report_FY2024.pdf,2024
SIEMENS,OTHER,https://assets.new.siemens.com/siemens/assets/api/uuid:ae46683e-14dd-4455-a882-09d4184457c7/Annual-Financial-Report-FY2024.pdf,2024
VODAFONE GROUP PLC,FIN_REP,https://investors.vodafone.com/~/media/Files/V/Vodafone-IR/documents/performance/financial-results/2023/vodafone-fy23-annual-report.pdf,2023
VODAFONE GROUP PLC,OTHER,https://investors.vodafone.com/~/media/Files/V/Vodafone-IR/documents/performance/financial-results/2023/vodafone-fy23-annual-report-accessible.pdf,2023
VODAFONE GROUP PLC,OTHER,https://investors.vodafone.com/~/media/Files/V/Vodafone-IR/documents/performance/financial-results/2022/vodafone-2022-annual-report.pdf,2022
VODAFONE GROUP PLC,OTHER,https://investors.vodafone.com/~/media/Files/V/Vodafone-IR/documents/performance/financial-results/2021/vodafone-annual-report-2021.pdf,2021
VODAFONE GROUP PLC,OTHER,https://investors.vodafone.com/~/media/Files/V/Vodafone-IR/documents/performance/financial-results/2020/vodafone-annual-report-2020.pdf,2020
VODAFONE GROUP PLC,OTHER,https://investors.vodafone.com/~/media/Files/V/Vodafone-IR/documents/performance/financial-results/2019/vodafone-full-annual-report-2019.pdf,2019
